patent,firstname,lastname,lawcountry,orgname,lawseq
05706514,"","",unknown,"PRAVEL, HEWITT, KIMBALL & KRIEGER",0
05705213,"","",unknown,"ABELMAN, FRAYNE & SCHWAB",0
05706133,HANSON;,G.,unknown,"",0
05705375,"","",unknown,"MORRISON & FOERSTER LLP",0
05706509,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
05705487,JACKSON;,E.,unknown,"",0
05705211,"","",unknown,"SMITH-HILL AND BEDELL",0
05704885,"","",unknown,"STAAS & HALSEY",0
05705820,MELLER;,N.,unknown,"",0
05704159,HORMANN;,KARL,unknown,"",0
05706459,"","",unknown,"STAAS & HALSEY",0
05706094,"","",unknown,"PERMAN & GREEN, LLP",0
05705723,BRANDES;,K.,unknown,"",1
05704628,HOCHBERG;,PETER,unknown,"",0
05704625,RIEDESEL;,B.,unknown,"",1
05704620,"","",unknown,"SHERIDAN ROSS P.C.",0
05705528,"","",unknown,"WIGMAN, COHEN, LEITNER & MYERS, P.C.",0
05705467,KANTOR;,R.,unknown,"",0
05706121,"","",unknown,"PENNIE & EDMONDS, LLP",0
05705989,"","",unknown,"CHERNOFF, VILHAUER, MCCLUNG & STENZEL",0
05704387,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05706517,KUDIRKA;,E.,unknown,"",0
05705987,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05705377,"","",unknown,"MARSHALL, O'TOOLE, GERSTEIN, MURRAY & BORUN",0
05704613,MACPHERSON;,H.,unknown,"",0
05704156,"","",unknown,"JOSEPH W. MOLASKY & ASSOCIATES",0
05706079,JAMESON;,GEORGE,unknown,"",1
05705186,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705891,"","",unknown,"ANTONELLI, TERRY, STOUT, & KRAUS, LLP",0
05705817,NOTO;,M.,unknown,"",0
05706258,"","",unknown,"LALOS & KEEGAN",0
05705788,DUBNO;,HERBERT,unknown,"",0
05706090,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705229,"","",unknown,"HAYES, SOLOWAY, HENNESSEY, GROSSMAN & HAGE, P.C.",0
05705539,VOLYN;,F.,unknown,"",0
05706317,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704190,"","",unknown,"LORUSSO & LOUD",0
05705657,"O'BYRNE;",J.,unknown,"",2
05705988,MATHEWS;,ADDISON,unknown,"",0
05706424,STARR;,T.,unknown,"",1
05704241,"","",unknown,"REID & PRIEST LLP",0
05704103,KROLL;,F.,unknown,"",0
05705092,"","",unknown,"SENNIGER, POWERS, LEAVITT & ROEDEL",0
05705075,WATOV;,KENNETH,unknown,"",2
05705279,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05706281,"","",unknown,"ANTONELLI, TERRY, STOUT & KRAUS, LLP",0
05706367,SINDERBRAND;,ALVIN,unknown,"",1
05706069,SPAIN;,N.,unknown,"",1
05704181,"VOZZO,",M.,unknown,"",0
05705474,AYLOR;,B.,unknown,"",0
05705250,"","",unknown,"VEAL & ASSOCIATES",0
05704483,"","",unknown,"GIFFORD, KRASS, GROH, SPRINKLE, PATMORE, ANDERSON & CITKOWSKI, P.C.",0
05704493,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05705787,"","",unknown,"SIM & MCBURNEY",0
PP101869,"","",unknown,"ROTHWELL, FIGG, ERNST & KURZ",0
05705927,GARROD;,DAVID,unknown,"",2
05705500,UNGEMACH;,S.,unknown,"",0
05706003,KANAK;,I.,unknown,"",1
05705824,ZELENKA;,MICHAEL,unknown,"",0
05704433,YOCUM;,E.,unknown,"",2
05704088,DISHONG;,W.,unknown,"",0
05704069,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05704854,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05706247,"","",unknown,"SCHWEGMAN, LUNDBERG, WOESSNER & KLUTH, P.A.",0
05704678,"","",unknown,"ZARLEY,MCKEE,THOMTE,VOORHEES,& SEASE",0
05704641,"","",unknown,"FOLEY & LARDNER",0
05705922,NESS;,P.,unknown,"",0
05705827,"","",unknown,"YOUNG & THOMPSON",0
05704613,HALIDAY;,M.,unknown,"",1
05706248,"","",unknown,"FOLEY & LARDNER",0
05705908,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704070,"EAVES,",C.,unknown,"",0
05704798,MUSACCHIO;,PASQUALE,unknown,"",0
05704899,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05706109,"","",unknown,"NIXON & VANDERHYE P.C.",0
05706223,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705352,BOONE;,E.,unknown,"",2
05705492,ROCHA-TRAMALONI;,S.,unknown,"",1
05704881,"","",unknown,"BLISS MCGLYNN, P.C.",0
05705466,PATEL;,K.,unknown,"",2
05705404,"BRADY,",JAMES,unknown,"",1
05706229,"","",unknown,"BANNER & WITCOFF, LTD.",0
05704888,ROHRER;,E.,unknown,"",0
05704732,LAHAYE;,NEIL,unknown,"",1
05704177,"","",unknown,"HELFGOTT & KARAS, P.C.",0
05704310,"","",unknown,"FISHER, CHRISTEN & SABOL",0
05706010,MEIER;,E.,unknown,"",0
05704891,BLOOM;,LEONARD,unknown,"",0
05705207,"","",unknown,"HAMILTON,BROOK,SMITH & REYNOLDS, P.C.",0
05704336,"","",unknown,"TREXLER, BUSHNELL, GIANGIORGI & BLACKSTONE, LTD.",0
05706431,WEINICK;,JEFFREY,unknown,"",0
05706058,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND, & NAUGHTON",0
05705675,"","",unknown,"SENNIGER, POWERS, LEAVITT & ROEDEL",0
05705766,"BOTSCH,",J.,unknown,"",1
05705755,"","",unknown,"HAZEL & THOMAS",0
05704868,"MEEHAN,",A.,unknown,"",0
05705225,EINSCHLAG;,B.,unknown,"",1
05706123,DONALDSON;,L.,unknown,"",2
05705135,"","",unknown,"SPECKMAN, PAULEY & FEJER",0
05706079,MCDONNELL;,E.,unknown,"",0
05705371,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704806,NINA;,DRISCOLL,unknown,"",0
05706297,KOZAK;,W.,unknown,"",0
05705484,EGGERT;,D.,unknown,"",0
05705824,TERESCHUK;,B.,unknown,"",2
05705972,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704456,"","",unknown,"NILS H. LJUNGMAN AND ASSOCIATES",0
05705020,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05704123,"","",unknown,"HILL, STEADMAN & SIMPSON",0
H0001706,KUNDERT;,L.,unknown,"",1
H0001701,WITEK;,E.,unknown,"",0
H0001705,KATZ;,A.,unknown,"",0
H0001706,SINDER;,L.,unknown,"",0
H0001704,SCHENIAN;,R.,unknown,"",0
D0388603,ANDERSON;,T.,unknown,"",0
D0388854,"","",unknown,"SHOEMAKER AND MATTARE, LTD.",0
D0388734,"","",unknown,"SHOEMAKER AND MATTARE, LTD.",0
D0388790,"","",unknown,"DAVID & RAYMOND",1
D0388659,"DUTTON,",H.,unknown,"",0
D0388862,SUTHERLAND;,L.,unknown,"",1
D0388922,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
D0388770,LITMAN;,C.,unknown,"",0
D0388672,SZOKE;,G.,unknown,"",0
D0388817,"","",unknown,"LONGACRE & WHITE",0
D0388805,"","",unknown,"YOUNG & THOMPSON",0
D0388735,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
D0388835,"","",unknown,"JORDAN AND HAMBURG",0
D0388871,"","",unknown,"BAKER, DONELSON, BEARMAN & CALDWELL",0
D0388630,"","",unknown,"RHODES, COATS & BENNETT, L.L.P.",0
D0388717,"","",unknown,"CURTIS, MORRIS & SAFFORD, P.C.",1
D0388883,DAY;,L.,unknown,"",0
D0388890,"","",unknown,"RICHARDSON & FOLISE",0
D0388765,"","",unknown,"ROSEN, DAINOW & JACOBS, LIMITED LIABILITY PARTNERSHIP",0
D0388637,"","",unknown,"WATERS & MORSE, P.C.",0
D0388633,"","",unknown,"KOLISCH HARTWELL DICKINSON MCCORMACK & HEUSER",0
D0388773,"","",unknown,"DVORAK & ORUM",0
D0388684,KOCH;,M.,unknown,"",0
D0388678,VLIET;,C.,unknown,"",0
D0388821,"","",unknown,"OLIFF & BERRIDGE",0
D0388879,"","",unknown,"KOLISCH, HARTWELL, DICKINSON, MCCORMACK & HEUSER",0
D0388915,FARLEY;,B.,unknown,"",1
D0388826,"","",unknown,"LOEB & LOEB LLP",0
D0388664,"","",unknown,ROBIC,0
D0388616,"","",unknown,"MAYER, BROWN & PLATT",0
D0388710,PEDERSEN;,J.,unknown,"",0
D0388865,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
D0388601,"","",unknown,"CHRISTIE, PARKER & HALE, LLP",0
D0388929,"","",unknown,"HEDMAN, GIBSON & COSTIGAN, P.C.",0
D0388921,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
D0388742,ROSENBERG;,J.,unknown,"",0
D0388587,SCHWARTZ;,H.,unknown,"",0
D0388663,"","",unknown,"RENNER, KENNER, GREIVE, BOBAK, TAYLOR & WEBER",0
D0388701,EKSTRAND;,A.,unknown,"",0
D0388766,MCCANN;,A.,unknown,"",1
D0388918,"O'PLANICK;",B.,unknown,"",0
D0388650,"O'PLANICK;",B.,unknown,"",0
D0388596,"","",unknown,"BANNER & WITCOFF, LTD.",0
D0388766,HILLIARD;,D.,unknown,"",0
D0388836,"","",unknown,"MASON, KOLEHMAINEN, RATHBURN AND WYSS",0
D0388639,"","",unknown,"PRICE, HENEVELD, COOPER, DEWITT & LITTON",0
D0388793,VAAS;,S.,unknown,"",0
D0388864,"","",unknown,"ELAINE BRENNER ROBINSON",1
D0388679,"","",unknown,"KENYON & KENYON",0
D0388589,RAY;,C.,unknown,"",0
D0388640,"","",unknown,"ZARLEY, MCKEE, THOMTE, VOORHEES, & SEASE",0
D0388595,"","",unknown,"BANNER & WITCOFF, LTD.",0
D0388800,"O'BRIEN;",P.,unknown,"",2
D0388612,"","",unknown,"COHEN, PONTANI, LIEBERMAN & PAVANE",0
D0388666,RIEDESEL;,B.,unknown,"",1
D0388907,NEIMAN;,N.,unknown,"",0
D0388788,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS",0
D0388884,EKSTRAND;,A.,unknown,"",0
D0388880,"DUTTON,",H.,unknown,"",0
D0388916,"","",unknown,"RADER, FISHMAN, GRAUER & MCGARRY",0
D0388845,"O'PLANICK;",B.,unknown,"",0
D0388870,"","",unknown,"BAKER, DONELSON, BEARMAN & CALDWELL",0
D0388706,"","",unknown,"BROWDY AND NEIMARK",0
D0388611,MCGUIRE;,R.,unknown,"",0
D0388687,"BAXLEY,",E.,unknown,"",0
D0388931,"","",unknown,"BROOKS & KUSHMAN P.C.",0
D0388849,"","",unknown,"ZARLEY, MCKEE, THOMTE, VOORHEES, & SEASE",0
D0388715,"","",unknown,"BEVERIDGE, DEGRANDI, WEILACHER & YOUNG LLP",0
D0388723,"","",unknown,"PRAVEL, HEWITT, KIMBALL & KRIEGER",0
D0388718,NEFF;,N.,unknown,"",0
D0388814,"","",unknown,"ROBERT W. BECKER & ASSOCIATES",0
D0388899,"LEARNED,",M.,unknown,"",0
D0388738,"","",unknown,"DUNLAP & CODDING, P.C.",0
D0388658,KINNEY;,G.,unknown,"",0
D0388823,"","",unknown,"EMCH, SCHAFFER, SCHAUB & PORCELLO CO., L.P.A.",0
D0388917,QUINTON;,A.,unknown,"",0
D0388793,PATRICK;,D.,unknown,"",1
D0388722,"","",unknown,"JONES, DAY, REAVIS & POGUE",0
D0388649,CHANDLER;,W.,unknown,"",0
D0388923,ROETHEL;,EDWARD,unknown,"",0
D0388711,HONIG;,L.,unknown,"",0
D0388719,"","",unknown,"LADAS & PARRY",0
D0388825,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW",0
D0388656,"","",unknown,"DARBY & DARBY",0
D0388824,"","",unknown,"CHRISTIE, PARKER & HALE, LLP",0
D0388604,"","",unknown,"CISLO & THOMAS",0
D0388676,"","",unknown,"DAVIS AND BUJOLD",0
D0388911,"","",unknown,"GIFFORD, KRASS, GROH, SPRINKLE, PATMORE, ANDERSON & CITKOWSKI, P.C.",0
D0388599,"","",unknown,"BANNER & WITCOFF, LTD.",0
D0388767,MCCANN;,A.,unknown,"",1
D0388843,"","",unknown,"WOLF, GREENFIELD & SACKS, P.C.",0
D0388697,"D'AMELIO;",J.,unknown,"",0
D0388594,"","",unknown,"POLSTER, LIEDER, WOODRUFF & LUCCHESI, L.C.",0
D0388758,"","",unknown,"BROOKS & KUSHMAN P.C.",0
D0388752,"","",unknown,"CHRISTENSEN O'CONNOR JOHNSON & KINDNESS PLLC",0
D0388643,"","",unknown,"GRAHAM & JAMES LLP",0
D0388694,"LANGER,",EDWARD,unknown,"",0
D0388685,"","",unknown,"KECK, MAHIN & CATE",0
D0388763,"","",unknown,"PERMAN & GREEN, LLP",0
D0388682,"","",unknown,"BANNER & WITCOFF, LTD.",0
D0388705,KOCH;,M.,unknown,"",1
D0388688,KORN;,MARTIN,unknown,"",0
D0388795,BACH;,J.,unknown,"",0
D0388787,GUNTIN;,EDUARDO,unknown,"",0
D0388692,HATHAWAY;,N.,unknown,"",0
D0388674,DEUTSCH;,E.,unknown,"",0
D0388702,"","",unknown,"KANE, DALSIMER, SULLIVAN, KURUCZ, LEVY, EISELE AND RICHARD LLP",0
D0388638,SPEED;,N.,unknown,"",1
D0388709,"","",unknown,"CURTIS, MORRIS & SAFFORD, P.C.",0
D0388681,"","",unknown,"HOVEY, WILLIAMS, TIMMONS & COLLINS",0
D0388800,BREH;,J.,unknown,"",0
D0388591,"","",unknown,"BANNER & WITCOFF, LTD.",0
D0388670,KLEIN;,I.,unknown,"",1
D0388804,WOODS;,M.,unknown,"",0
D0388807,"SNEE,",E.,unknown,"",0
D0388666,"O'PLANICK;",B.,unknown,"",0
D0388695,TITUS;,D.,unknown,"",0
D0388695,LEARY;,J.,unknown,"",1
D0388732,CARSTENS;,W.,unknown,"",1
D0388827,"","",unknown,"GENE SCOTT--PATENT LAW & VENTURE GROUP",0
D0388728,"","",unknown,"BARNES, KISSELLE, RAISCH, CHOATE, WHITTEMORE & HULBERT, P.C.",0
D0388808,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS",0
D0388864,KNAB;,M.,unknown,"",0
D0388726,"","",unknown,"LIMBACH & LIMBACH L.L.P.",0
D0388652,"","",unknown,"SHELDON & MAK, INC.",2
D0388670,ROSENBERG;,J.,unknown,"",0
D0388894,KLEIN;,I.,unknown,"",1
D0388713,"","",unknown,"LYON & LYON LLP",0
D0388617,"","",unknown,"ROSS, ROSS & FLAVIN",0
D0388859,"ZEGEER,",JIM,unknown,"",0
D0388730,"","",unknown,"LAFF, WHITESEL, CONTE & SARET, LTD.",0
D0388872,HANSON;,G.,unknown,"",0
D0388755,"","",unknown,"KLARQUIST SPARKMAN CAMPBELL LEIGH & WHINSTON",0
D0388634,"","",unknown,"HESLIN & ROTHENBERG, PC",0
D0388690,"","",unknown,"PAUL & PAUL",0
D0388729,"","",unknown,"BARNES, KISSELLE, RAISCH, CHOATE, WHITTEMORE & HULBERT, P.C.",0
D0388725,TYSON;,T.,unknown,"",1
D0388680,"BAXLEY,",E.,unknown,"",0
D0388613,"","",unknown,"COHEN, PONTANI, LIEBERMAN & PAVANE",0
D0388725,"","",unknown,"COHEN, PONTANI, LIEBERMAN & PAVANE",0
D0388653,"","",unknown,"PRO-TECHTOR INTERNATIONAL",0
D0388733,CARSTENS;,W.,unknown,"",1
D0388748,MASTERS;,TED,unknown,"",0
D0388734,RESNICK;,S.,unknown,"",1
D0388855,FAIRBANKS;,C.,unknown,"",0
D0388857,"","",unknown,"HENDERSON & STURM",0
D0388753,LEWANDOWSKI;,P.,unknown,"",0
D0388903,NEMMERS;,C.,unknown,"",0
D0388844,KING;,L.,unknown,"",0
D0388796,GNIBUS;,M.,unknown,"",0
D0388889,"","",unknown,"BEVERIDGE, DEGRANDI, WEILACHER & YOUNG LLP",0
D0388885,"","",unknown,"RADER, FISHMAN & GRAUER PLLC",0
D0388869,"","",unknown,"MORGAN & FINNEGAN",0
D0388861,"","",unknown,"THORPE, NORTH & WESTERN, LLP",0
D0388602,"","",unknown,"ALLEN, DYER, DOPPELT, MILBRATH & GILCHRIST, P.A.",0
D0388714,"","",unknown,"LADAS & PARRY",0
D0388733,"","",unknown,"LADAS & PARRY",0
D0388891,"","",unknown,"PRO-TECHTOR INTERNATIONAL",0
D0388645,"","",unknown,"DRESSLER, ROCKEY, MILNAMOW & KATZ, LTD.",0
D0388708,"","",unknown,"FISH & RICHARDSON P.C.",0
D0388933,"","",unknown,"HEDMAN, GIBSON & COSTIGAN, P.C.",0
D0388832,"","",unknown,"RADER, FISHMAN, GRAUER & MCGARRY",0
D0388746,"","",unknown,"MICHAEL, BEST & FRIEDRICH",0
D0388650,"","",unknown,"BELL SELTZER INTELLECTUAL PROPERTY GROUP",1
D0388915,LOWE;,BURGESS,unknown,"",0
D0388904,DEIMEN;,M.,unknown,"",0
D0388703,"","",unknown,"ARNOLD, WHITE & DURKEE",0
D0388606,TRAVELLA;,MICHAEL,unknown,"",0
D0388592,"","",unknown,"ST. ONGE STEWARD JOHNSTON & REENS",0
D0388792,"","",unknown,"FITCH, EVEN, TABIN & FLANNERY",0
D0388806,"","",unknown,"YOUNG & THOMPSON",0
D0388811,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK",0
D0388925,"","",unknown,"PETERSON, WICKS, NEMER & KAMRATH, P.A.",0
D0388693,"","",unknown,"FISH & NEAVE",1
D0388614,"","",unknown,"ANTONELLI, TERRY, STOUT & KRAUS, LLP",0
D0388660,APOLZON;,E.,unknown,"",0
D0388585,FARRELL;,J.,unknown,"",0
